"","D-Sas4_1","D-Sas4_2","D-Sas4_3","D-Ssas6_1","D-Ssas6_2","D-Ssas6_3","SakOE_1","SakOE_2","SakOE_3","w67WT_1","w67WT_2","w67WT_3","OregonRWT_1","OregonRWT_2","OregonRWT_3"
"1634294_s_at",6.883463952,7.085030251,7.032961789,6.760828424,6.60056417,6.705002593,6.516335576,6.629942392,6.930937406,6.869916731,6.730579301,7.166494903,6.640190308,7.028761352,6.480335688
"1625249_at",7.226806104,7.081699239,7.734984719,7.41068068,7.035625205,7.400080606,7.329269451,7.409025459,7.121201647,7.204778511,6.51101507,6.908380595,6.926926564,7.307570602,7.182603912
"1639672_at",7.220437015,7.17253621,7.506512226,7.057522423,6.756029121,7.209050195,7.035571218,7.158796346,7.131906751,7.220586554,7.282141631,7.402115463,7.381326669,7.365916159,7.357239845
"1637254_at",7.73489695,7.73486961,7.658135117,7.472821374,7.217098274,7.604487549,7.540234498,7.364525778,7.34396334,7.597034784,7.519759252,7.67436174,7.543382062,7.312462832,7.85238268
"1641708_at",6.515373842,6.389751777,6.566080817,6.46186948,6.18183707,6.441132117,5.995002264,6.168907374,6.261288819,6.48192552,6.551530203,6.666974605,6.578128008,6.450210287,6.372218931
"1630151_at",2.540256319,2.540256319,2.540256319,2.440179086,2.383256627,2.30965147,2.773201861,3.161345899,2.777298684,2.540256319,2.540256319,3.123836792,2.849776218,2.849776218,2.842146657
"1632372_at",6.685474501,6.851402028,6.594236913,6.891536772,6.699666277,6.549270578,6.813269631,7.016494247,6.76577628,7.080281746,6.924048125,7.051786634,6.714205942,6.727495199,7.171048463
"1637465_at",7.006628296,7.054286387,7.024339855,2.185193213,2.242785496,2.185193213,2.180955343,2.180955343,2.180955343,2.381634127,2.517169835,2.519408829,2.541756963,2.390913056,2.57753832
"1628539_at",5.058988764,4.694977754,4.399230007,4.436271263,4.819227553,4.741073873,3.83155835,3.801052705,3.412799347,5.287940557,4.836113037,5.019166815,4.260436126,3.937023353,4.582223577
"1633851_at",2.668932917,2.667981178,2.679666018,2.557484302,2.557484302,2.557484302,2.280672069,2.280672069,2.280672069,2.666518254,2.668932917,2.668932917,2.550052145,2.625252673,2.550052145
"1640426_at",6.472237394,6.572130348,6.976908276,2.177728981,2.177728981,2.177728981,2.180955343,2.214360087,2.182240025,2.547003833,2.684099586,2.547003833,2.980419968,3.14502744,3.161260802
"1632590_at",6.168391062,6.337529686,6.244758305,6.512073059,6.588764181,6.502773995,6.56562509,6.583253926,6.452395073,6.263537363,6.368513976,6.200301423,6.567507896,6.445605875,6.597948875
"1635371_at",3.002090254,2.940676322,2.983033654,3.198311466,3.113856265,3.058942005,3.554771281,3.635936548,3.617081056,3.569710695,3.766296735,3.051517149,3.291810423,3.323481223,3.538202219
"1626917_at",7.236959348,5.14341939,5.150394111,4.215805974,4.190278442,3.522586228,4.561058801,4.781432302,5.479407607,5.996977433,5.155032905,5.257091809,4.251970499,4.021064691,4.07983101
"1641346_at",8.770812389,9.068397417,8.981870169,8.74041787,8.652010163,8.650500753,8.528986224,8.454693156,8.360778736,8.858069818,8.923606367,9.012074443,8.695375846,8.816640355,8.691990987
"1638417_at",2.725763077,2.725763077,2.928288272,2.743184094,2.749838553,2.743184094,3.224771463,3.019370038,2.811194558,2.725763077,2.724771534,2.725763077,3.156439936,3.156439936,3.183674239
"1630993_at",2.440354482,3.021067682,3.163577875,3.539434885,2.857877239,3.730392555,3.066781001,3.068359642,2.963833264,3.363454807,3.033590302,3.43758732,3.031339396,2.681132008,2.601677598
"1638327_a_at",7.718437021,7.603744823,7.799490083,7.04369132,7.207176323,7.090399425,7.329828771,7.436804941,7.788885317,7.680456939,7.205418858,8.128176305,7.125640039,7.502427609,7.278053099
"1626326_at",6.216555894,6.468019092,5.883598713,6.754783583,6.655559134,6.75616206,6.393059828,6.248208875,5.73683639,6.826456143,6.47651287,6.729665305,6.188405334,6.452420575,6.77792637
"1629865_s_at",5.001739126,5.266537836,4.876027821,4.9109408,4.9109408,5.039127595,4.808918396,4.778755498,4.80580287,5.001739126,5.019949502,4.974102624,5.440779625,5.654380163,5.451334227
"1632883_at",4.412349157,4.502852862,4.486864742,4.138875868,4.141521232,4.152864667,4.172790605,4.065196099,4.169169788,4.465563517,4.533238685,4.510892904,4.473973313,4.252105077,4.314331639
"1627002_at",7.299966849,7.403214328,7.512415458,7.28282166,6.981202283,7.182459334,7.1619656,7.362002391,7.008673734,6.937153971,7.048626593,7.105191898,7.284118791,7.468195119,7.320079426
"1634075_at",6.563777212,5.486100041,6.33312556,7.689250932,7.282327607,7.231148085,6.426277397,6.387356037,5.947394141,6.016331658,5.969977388,5.982451904,6.100089016,6.26480446,5.876981732
"1626644_at",3.818491198,4.348203187,3.979001899,4.162122416,3.879117644,3.857914487,5.83161559,5.282457973,5.579869177,3.378787746,3.871191817,3.887077331,3.33545945,3.256831712,3.087262117
"1640457_s_at",9.337128434,9.224222155,9.495647724,10.08319227,9.709727798,9.548659248,9.219383848,9.281678958,9.157695544,9.463339069,8.807766817,9.316635362,9.141975599,9.337937042,9.066189836
"1630100_at",7.791615765,7.945471778,7.924265574,7.293171468,7.352587082,7.621368133,7.599345738,7.235294381,7.250899717,7.684438561,7.815744486,7.841724662,7.371734758,7.347849142,7.207924863
"1635400_at",2.774035742,2.772229604,2.772229604,2.966543195,2.42744426,2.966774189,2.551858914,2.464589634,2.440600604,3.292330572,2.774035742,2.774035742,2.729029018,2.890879926,2.663394825
"1626550_at",5.896774489,6.224253572,5.980404905,6.345356799,6.069456016,6.295117548,6.22520511,6.084871103,6.043317575,6.044265885,6.330863974,5.930919913,6.091299337,6.412653041,6.134976908
"1629586_at",6.101508994,6.544463635,6.429446353,6.019259269,5.695864165,6.169761018,5.798918523,5.822288475,5.703345002,6.19770109,5.910555006,6.47716513,6.069508336,6.296368422,5.669100107
"1638348_at",4.976453736,4.937566917,5.338192761,4.416217537,4.539729714,4.365421709,4.338348298,4.579606968,4.462580242,4.390467948,4.788625075,4.982268211,4.869104801,4.609598014,4.222797616
"1639154_at",6.091794178,6.075871596,6.070413542,5.686292474,5.732222748,5.700968233,5.625662686,6.223136838,6.182901894,6.268447197,6.110789944,6.117839196,6.20540071,6.67987269,6.160857059
"1641412_at",2.377706256,2.526708486,2.608534675,3.250662881,3.725524653,3.416397939,3.583249692,2.975819246,2.420347911,3.98578907,3.038052527,3.483229806,2.622401901,3.365159647,2.587887564
"1639794_at",7.416757935,7.260379011,6.917301932,6.67911662,6.618614716,6.835365127,6.782570835,7.069847516,7.012890387,6.641403067,6.465680021,6.624486887,7.00736554,6.909765987,7.032668589
"1633768_at",4.939192661,5.233582164,5.543095085,4.319970041,4.691320672,4.614218584,4.82811574,4.765984328,4.707839177,5.280487428,5.466288777,5.209268722,4.677916382,4.756428157,4.619392349
"1628771_s_at",6.150362071,6.287747352,6.472041594,6.722310903,6.594037972,6.456667453,6.368011678,6.418100222,6.380497862,6.363896202,6.221522995,6.202290988,6.560620453,6.673686693,6.681653852
"1624210_at",6.096235554,5.441242478,5.911116011,5.641402897,5.755979033,5.352588717,5.617116542,5.8261621,5.742686027,6.028741923,5.909692471,6.149811607,5.528959345,5.986562104,5.678101426
"1634584_at",2.64122233,2.711841693,2.771251534,2.350554419,2.350554419,2.350554419,2.236601519,2.236601519,2.236601519,2.650373228,2.703661183,2.703661183,2.432784895,2.409322881,2.40466843
"1628425_at",6.099054672,6.220780248,6.330912178,5.762713857,5.901740599,6.019334886,6.062312874,5.79081156,5.877524497,6.136843156,5.913636449,6.207151233,6.240332881,5.977100644,6.026544501
"1633946_at",6.192084147,5.837073121,5.768796496,5.735064856,6.179082653,5.669354263,5.656507374,5.589042427,5.811384055,5.754031014,5.651299264,5.748562498,5.014682483,5.152617877,5.071161587
"1630123_at",5.967211178,5.844132719,6.015549788,6.576055478,6.156308802,6.142119421,5.659905974,6.091878248,5.828624554,6.202503698,5.663568892,6.179310768,6.035702041,6.240517665,6.003661964
"1633712_at",11.79779316,11.80720515,11.68886644,11.34326759,11.43554297,11.40355557,11.04591817,11.0551911,11.05848836,11.33886436,11.38734826,11.75755648,11.21898306,11.10030314,11.20922091
"1636119_at",2.86215882,3.328505382,3.427140515,4.025903831,3.081729692,3.293376709,3.993915251,3.665310014,3.135943249,3.288230828,3.590077375,3.753747931,3.216688399,2.642183119,3.096472415
"1631131_a_at",4.202152375,3.907672463,3.938883829,4.241227453,4.299239207,4.220363623,3.670276758,4.064922377,3.71517012,3.938581964,3.594539675,3.787286525,3.725169319,3.912155267,3.958737908
"1639149_at",6.640013712,6.574271251,7.017616264,5.947603411,5.861485327,5.994084463,6.514181313,6.783305305,6.593480644,5.9394653,5.806945385,6.461852716,6.347778108,6.560668361,6.507008849
"1629699_at",3.64390104,3.444246453,3.567759225,3.881204536,3.585566448,3.294815612,3.595361472,3.520308925,3.861076351,3.791612002,3.647695121,4.176059585,3.250280983,3.891347861,3.648269721
"1637853_a_at",3.891953415,3.872437207,4.176160027,4.743414824,4.230142376,4.48708421,3.769937987,4.120932999,3.724670108,3.904871469,3.880203818,3.836863213,3.695637416,3.448632922,3.684706497
"1624523_at",6.007305339,5.798485817,6.053662432,6.175150327,5.917366948,5.915984771,5.701986486,5.429522911,5.580980073,6.115118857,6.108978546,6.065549445,5.506921194,5.827263644,5.646397203
"1629648_s_at",8.449456728,8.397265853,8.552060584,8.301431148,8.106129633,8.122480059,8.038485899,8.184992805,8.292559988,8.432801198,8.405161152,8.624192466,8.173946204,8.183718475,8.149928921
"1641024_at",7.704777501,7.843078478,7.932720134,7.842547752,7.53694195,7.755744101,7.823069125,7.558830345,7.481320441,7.651979627,7.897693167,7.991327096,7.883715892,7.638101017,7.695839985
"1634206_at",5.224367488,5.384085819,5.247615262,5.108227665,4.756111469,4.91991417,4.813963279,4.685505708,4.79688328,5.126895437,5.476942558,5.252966752,4.89946283,5.07972781,4.895629647
"1624852_at",6.268738423,6.62178718,6.337431025,6.441344479,6.075302176,6.094478006,5.748229276,6.130661693,6.217994236,6.28823691,6.149194745,6.780926731,6.223642111,6.325101425,6.404723951
"1632788_at",2.739455838,2.5684107,2.892500265,3.004035227,3.004035227,3.103700045,2.621857556,2.920076546,2.901540617,2.742474768,2.825484713,2.742474768,2.391896079,2.601082336,2.394480792
"1639721_at",6.989807725,7.144789386,7.233744373,6.732961431,6.76293987,6.452317987,6.911204045,6.797094363,6.992631317,7.093190413,7.302684868,7.276955298,7.026919757,7.002080359,6.925446045
"1639837_at",8.717741264,9.041023783,8.785132348,8.611120791,8.67195029,8.569603077,8.857002833,8.85417141,9.029639616,9.052877893,9.078397302,8.801883024,8.5816186,8.747354769,8.759945971
"1630964_at",5.957594245,5.846236349,5.704274763,5.41843842,5.525749735,5.689786483,5.519731677,5.394572981,5.618071923,6.042241757,5.757310154,5.961797893,6.326741494,6.25787017,6.1497775
"1630309_s_at",10.63934927,9.630084593,10.59834461,10.3420186,10.2954814,9.804498992,10.40479388,10.27743651,9.665049273,10.53640496,10.02402043,10.3562992,10.27554265,9.880675015,10.06473994
"1627744_at",10.91177734,10.96717721,10.97337445,10.74135158,10.64915457,10.73335411,10.83062898,10.7084041,10.67189022,10.75118641,10.91457927,10.72621287,10.27191908,10.36465986,10.40454655
"1626215_at",6.97934461,6.99978364,7.050877537,6.611003576,6.511669426,6.583291827,6.781241827,6.806720657,7.087158368,6.92445901,7.05277365,7.181151637,7.00866295,6.926708136,6.964524075
"1630686_at",8.362696366,8.495434095,8.325936431,8.274376053,8.319080894,8.27450104,8.133222799,7.922703647,8.080984255,8.38171728,8.308716222,8.416898767,8.135489214,8.060046059,7.859728723
"1637981_at",3.023298376,3.230446177,3.004549178,2.504489203,2.575863252,2.566353456,3.093720305,3.235825914,3.19265765,2.947743634,3.023298376,3.254007987,3.134661898,3.134661898,3.134661898
"1632636_at",8.88484072,8.872019106,8.947889799,8.907919978,8.415340398,8.929174221,8.494976144,8.200337794,8.204335522,8.854556975,8.791730833,9.137003389,8.754183109,8.431075673,8.642773808
"1628652_at",9.091348169,8.903023257,8.917457137,8.658042501,8.79670473,8.66845797,9.10113297,9.092246727,9.382793758,9.086226955,8.981668399,9.252598188,9.385627489,9.170980826,8.853233848
"1634842_a_at",4.968520347,4.98326888,5.108492982,4.227205395,4.136676157,4.393307042,3.992252451,3.968413775,3.566398117,4.730010802,4.98326888,4.998017413,4.57021082,4.211615212,4.285197392
"1633589_a_at",8.093604277,8.463743991,8.306440928,7.934066541,7.809206006,7.909461472,8.304777199,8.377365998,8.258537808,8.106921295,8.169199906,8.102870313,7.981033121,8.040974301,8.124108787
"1640586_at",9.450742887,9.432417456,9.421460059,8.982222014,8.632248851,8.850858602,9.092777035,9.243314648,8.919666371,9.177094904,9.160328595,9.139509287,8.593661662,8.9797938,8.90878396
"1632772_at",6.072899987,6.430382711,6.34400236,6.357724845,6.019456301,6.421681408,6.724103307,6.717091719,5.956573745,6.285992135,6.443435031,6.312604578,6.450906443,6.748463029,6.485177235
"1637717_at",5.434633521,5.447211133,5.439166892,5.133993639,5.126617609,5.11945648,5.33427823,5.893312336,5.611407296,5.421185642,5.437712108,5.629263491,5.455345998,5.538047907,5.717900798
"1634393_s_at",9.716256337,9.893785804,9.882471064,9.389174627,9.202446737,9.114632072,9.163964353,9.122853548,9.431188164,9.556509136,9.393005953,10.0331561,9.379145445,9.596486202,9.28049377
"1639774_at",5.367729593,5.829499499,5.74294137,5.513097053,5.087262523,5.727747855,5.564749467,5.116006205,5.074154243,5.418507579,5.611563584,6.12621456,4.9784458,5.071329467,4.893981543
"1624363_at",7.49340459,7.854874296,7.692737368,7.372002545,7.387603227,7.735462303,7.778530647,7.401589693,7.546778887,7.521044601,7.908817728,8.001612477,7.702594072,7.676002274,7.201111366
"1638127_s_at",10.30822207,9.894202961,10.28192107,10.30829464,10.17400776,10.37341186,9.981387174,10.06109523,9.927105413,10.12945201,9.888998547,10.06637181,9.893575592,10.01022537,10.04369561
"1625906_a_at",3.682458673,3.724838212,3.609070098,3.434869897,3.35858559,3.369983578,3.52001206,3.625133398,3.719207987,3.867174679,3.807583753,4.049792475,3.890314629,3.837936834,3.864031128
"1626575_at",8.796647608,8.762081684,8.666690438,8.45262793,8.346154577,8.41185583,8.348659849,8.325513725,8.409787191,8.743156315,8.871982138,8.979463134,8.620946241,8.474596798,8.633012801
"1626123_at",5.311712646,5.984887404,5.456601559,5.907376301,5.02326467,5.874502815,5.813864697,6.004169479,5.94705922,5.578917644,4.915447379,5.613110591,6.182911926,5.772757424,5.977469198
"1627882_at",4.647224908,4.810693983,4.844304195,4.979422785,4.788709932,4.929054915,4.434222731,4.273844429,4.419262202,4.7727328,4.598162134,4.746789219,5.454839036,5.093144365,5.063465674
"1630653_a_at",9.738150081,10.28436589,10.19287761,10.11810644,9.40982024,10.10979525,10.11156355,9.305484386,9.088888627,10.0582192,10.12837772,10.30526593,10.15872399,9.245189725,9.79311993
"1626533_a_at",7.796009934,7.229258453,7.884707754,8.046292787,7.862702657,7.26937272,7.207685639,7.321253398,7.025140019,7.736295459,7.505441213,7.690391644,7.289676223,7.546536911,7.299146902
"1639673_at",6.253181247,6.301128405,6.239133976,6.075147286,5.940559209,5.96914702,6.068788114,5.640057007,5.818309824,6.218725116,5.867186338,6.526031682,6.113710241,6.077390965,6.111447272
"1635727_a_at",8.177892403,8.671619531,8.525057549,8.301856036,7.68973218,8.431992677,8.10322929,7.913965374,7.546228114,8.18637077,8.357808287,8.608641049,8.166566679,7.988441817,8.174251448
"1637430_s_at",10.21729267,10.00149571,10.18403455,9.661852481,9.672835537,9.742373981,9.609828458,9.316576374,9.306171181,9.577386142,9.648501296,9.878803704,9.403280082,9.205420919,9.382359069
"1628884_at",3.838678048,3.694189839,4.569200029,2.519559047,3.067834851,2.734450578,2.981134125,3.634089608,3.934608667,3.304804914,3.321732939,3.307094269,3.828653489,4.440167824,4.692925917
"1624897_at",8.882338153,8.606976044,8.820099655,8.766867526,8.620405579,8.945478116,8.484688749,8.28625302,8.279247672,8.976347195,8.899239049,8.786655093,9.018479868,8.862566436,8.74413463
"1630521_at",4.637828577,4.408599269,4.762834647,4.259486421,3.868604953,3.811098839,3.50543387,3.481722954,3.713923544,4.760877196,4.663655442,5.042283897,4.294561846,4.468076115,3.815277004
"1634653_a_at",3.516032822,3.389905675,3.349307593,2.471963524,2.516781766,2.578038163,2.571883667,2.699238722,2.798485153,3.390001028,3.390001028,3.85632287,3.198775827,3.190904961,3.164279267
"1632955_at",3.71670001,3.959841358,3.752095444,4.611194557,4.122243203,4.370956178,4.33347357,4.554375473,4.168619057,3.467924085,3.440637519,3.56989533,3.815881731,4.617962398,4.14819211
"1633607_at",8.321145587,6.602787194,8.416178109,6.966962716,7.708466477,6.172189895,7.824815067,7.434950977,8.060278464,7.062619778,7.458867354,6.754233094,6.300621956,6.590804265,5.848642569
"1624688_at",3.021729723,3.487544469,3.476710602,3.450017619,3.261531388,3.683684406,3.991735865,4.200186852,4.217474595,3.589005319,3.832556028,3.542923126,3.515191417,3.615742099,3.528804999
"1633291_at",4.634986246,4.916061521,4.57645447,4.702438987,5.10268103,4.590911286,4.438488758,4.80904748,4.858949184,5.144279701,5.061511779,5.142983682,5.155231944,5.053556716,4.693745016
"1628715_a_at",6.772559219,4.339543697,4.330418666,3.484829546,3.78893842,3.861791979,4.108632932,4.091547261,5.294833912,4.71465269,4.714479919,4.56706957,4.274509258,3.837901467,4.223970097
"1628344_at",9.302228913,9.571277543,9.607644273,9.606081472,9.621113652,9.46013202,9.116698895,9.173831744,9.265655388,9.40011828,9.460391447,9.262279282,9.22129009,9.313290678,9.236259823
"1635444_at",8.573407758,8.589836523,8.628150249,8.316996912,7.993885376,8.322502908,7.849579922,7.741182046,7.924129395,8.521057804,8.467263177,8.719047797,8.114214893,8.247246239,8.151740153
"1633304_at",7.076487071,7.000364388,6.951105288,7.049270153,7.151729219,7.00212851,8.007097907,8.083709406,7.93128708,7.100612352,7.126933106,7.211071186,7.267025465,7.330081491,7.423167025
"1634704_at",4.375823916,4.286536035,4.212839751,3.962612662,3.643513296,3.900556706,3.381324242,3.460705714,3.690012981,4.382097677,4.179911914,4.533702205,4.101387221,4.150351099,4.232591274
"1630814_s_at",10.32333669,10.33919771,10.42057636,10.11684013,9.924920035,10.15325623,10.14366499,9.986058846,9.96354897,10.3272625,10.42571409,10.45836898,10.13768831,9.920865234,10.03385883
"1625154_s_at",11.14902176,11.22893987,11.19042827,10.82095088,10.82929824,10.79943436,10.87280084,10.94137187,11.10063782,11.14014434,11.05355054,11.25887228,11.07667847,10.99495364,10.80418889
"1639439_at",6.226087434,5.119815201,5.425587937,4.5898489,5.519092971,5.858113621,4.668494713,4.843030354,5.243180887,5.774194516,5.662598516,5.607066018,4.814284988,5.476530876,5.665386732
"1630106_at",7.064499519,7.197070149,7.148558708,6.923820359,6.670087354,6.821183296,6.769279235,6.769331896,6.754651481,7.102613536,7.299205648,7.293498788,6.802664337,7.055171824,6.92595924
"1639789_at",3.018673924,3.018673924,3.012059862,2.7889822,2.789183336,2.685165552,3.007442345,2.945892475,3.007442345,3.128587151,3.018673924,3.018673924,2.513934577,2.513934577,2.527787138
"1629430_s_at",11.12986031,9.325309394,9.325556435,8.450006703,8.940004254,8.60775122,9.34969783,9.514841623,10.00049222,9.601701333,9.295669241,9.234620601,8.88592962,8.794154888,9.130162095
"1631564_at",9.808335734,9.825722399,9.784075207,9.692233976,9.89236067,9.57075464,9.581723922,9.624674418,9.566877001,9.754113846,9.797202645,9.30049148,9.44010651,9.459374377,9.374553464
"1634146_at",7.841164741,8.039422008,7.955928665,8.203979634,8.109152194,8.0413403,8.129485069,7.636977586,7.483282502,8.042615303,7.757446326,7.838984969,7.823807309,7.653095963,7.736533208
"1624763_at",7.437251197,7.349003816,7.379577033,7.092140359,7.155909556,7.068622822,7.488824596,7.457459175,7.370412497,7.510870592,7.592048778,7.260020078,7.411214628,7.653105167,7.828648094
"1635357_at",3.333486028,3.342162955,3.523445531,4.438886161,4.395054525,3.684711455,2.569147676,2.550577759,2.569555789,3.302329586,3.113419482,3.874431879,2.882924158,3.100785028,2.780539441
"1641746_at",5.166022444,4.604982652,4.50062477,3.340058402,3.722839682,3.416478559,4.680321162,5.288780136,5.176953159,3.93705325,4.294760154,4.455162055,4.140318235,4.632893373,4.354236306
"1636152_a_at",9.91907604,10.0608746,9.932603046,9.958702196,10.34796687,9.868620565,10.0869897,9.895552452,10.00598655,9.889245506,9.884536265,9.752641801,9.593332299,9.648314,9.613778731
"1626223_at",5.258740614,5.295803513,5.262272497,4.87327517,4.889887958,4.87327517,4.744870373,4.753375894,4.376336765,5.27629348,5.05856963,5.309182705,5.249903219,5.053895917,5.681744356
"1637455_at",2.596900005,2.693083712,2.773326887,3.210075613,3.219074994,3.325354406,3.069493574,3.048754688,3.078711286,2.833437342,2.693191371,2.692851448,2.750216052,2.764968139,2.795978245
"1635339_at",2.90861506,2.810916911,2.797577838,3.840154973,3.848261271,4.067713683,2.279978031,2.27267054,2.281002247,2.898639423,2.84905727,2.915761664,2.928353796,2.931614819,3.052211115
"1630101_s_at",8.753334131,8.510531756,8.802110358,9.126699975,9.15183818,8.740047128,8.631096634,8.387892128,8.46247953,8.60382007,8.139306696,8.514597706,8.432524989,8.568498313,8.288509704
"1623493_at",6.461118442,6.688833154,6.637198181,6.598752765,6.201611909,6.473470216,5.323627666,5.947130596,5.715675161,6.595707432,6.496228485,6.877793424,6.585771897,6.021636906,6.320621251
"1641224_s_at",3.563407456,3.142492499,3.349093382,3.354624005,3.39663759,3.370039211,2.943244403,2.902258644,2.939918364,3.460192966,3.024194375,3.237857259,3.39378296,3.197617991,3.375276741
"1626165_at",4.845776893,4.123705381,4.821984927,4.991785244,4.991785244,5.079563564,4.102355519,4.061945868,4.146871589,4.773160078,4.826871882,4.768632596,4.474360959,4.474360959,4.474360959
"1637405_at",4.937928395,5.051785199,4.960154415,5.491940339,5.509401588,5.206851744,5.528815023,5.005653019,5.020318955,4.903242595,4.826490753,5.218152414,5.11383799,4.907527189,4.906694799
"1630130_at",4.347748702,5.315577158,5.031493638,4.809084886,5.078313486,5.21928314,4.125909061,4.2736643,3.939841609,5.083197468,4.876503761,4.959980125,5.128749504,4.833509212,4.495776735
"1625937_at",5.501269526,5.498174563,5.977360084,6.037638823,5.864198202,5.790132111,4.911602862,4.87102038,5.331010271,6.068891172,5.870913431,5.755176089,5.401244787,5.452480516,5.329313791
"1623804_a_at",4.164871751,3.71692535,4.244243944,4.486500584,4.423672023,4.424479384,4.014934729,3.82734544,3.903628451,4.26092722,4.517560659,4.072516795,3.496988067,4.19673002,3.491206571
"1624885_at",5.13041488,4.590850722,4.837855238,4.956517229,5.406830607,5.165638266,5.291135463,5.441314691,5.306140111,4.83744742,5.069500909,5.143694499,5.583370829,5.298110981,5.053962658
"1634290_a_at",7.133396224,6.866517776,7.171796923,7.194509446,7.131207358,6.765213889,6.36614758,6.065112676,6.459797714,6.98905758,6.633241177,7.057292582,6.354039888,6.606181241,6.345655503
"1635284_a_at",7.364063159,7.20801694,7.602810736,7.452114759,7.472025095,7.680353065,6.754885488,7.158768818,7.179074511,7.408620424,7.426135466,7.487090725,7.328796632,7.507507802,7.428421394
"1633654_s_at",7.633306919,7.52474299,7.422174622,7.208600169,7.189280705,7.237411837,7.440481047,7.192106851,7.554944106,7.529862885,7.483045622,7.850512088,7.541518986,7.185358314,7.206213793
"1632401_at",8.126822251,8.340348371,8.194796448,8.55671141,8.511446066,8.49745778,8.399227582,8.463238259,8.370985892,8.167893261,8.357928751,8.426745095,8.216286778,8.102078255,8.163985861
"1623770_at",6.550912512,7.27412634,7.248660361,6.827677275,6.542900727,6.539927634,6.467380602,6.644417613,6.765210467,6.648687214,6.851050119,6.897138262,6.839030916,6.827046174,6.733849319
"1640979_at",6.047017289,6.474032337,6.593933035,7.150410213,6.906923328,7.056914345,8.155811092,7.964551916,7.885453198,6.50853547,6.633251486,6.128186884,6.998227155,7.245100906,7.962788795
"1628085_at",6.567131303,5.754602386,5.765086206,6.693547827,7.300271213,6.391711112,7.224240061,7.648418534,7.690301708,6.910534027,6.562540027,6.899058597,7.706967126,7.232087277,6.800649577
"1624851_at",2.825297235,2.682596875,3.101871684,3.923775273,4.08986842,3.832211458,3.213365993,3.188077961,3.256878274,2.734309023,2.905355805,2.933847549,2.423625445,2.618487726,2.420061221
"1625911_at",4.301209245,4.235109045,4.268287812,4.240681536,4.096747457,4.211251659,4.466950404,4.43543192,4.43543192,4.492044774,3.966149494,4.396362423,4.112275906,4.387035068,3.973296961
"1637835_at",3.460872459,3.888995293,3.570915824,3.489809449,3.007600498,3.203421249,3.873348854,3.810315776,4.215695805,3.559805209,3.553154924,3.374678356,3.256568232,3.280509691,3.275548839
"1635826_s_at",7.289368239,7.742254167,7.518458341,7.420148633,7.907383359,7.228056143,7.311424132,7.053921957,7.339655734,7.32850784,7.232767364,7.005930679,7.364152453,7.11925867,6.635433721
"1637246_a_at",2.741703085,2.686624786,2.751846438,3.278728649,3.292366336,3.274237109,2.577233923,2.68191436,3.259416922,3.026897099,3.017140114,2.676933055,2.859933602,2.852092071,2.859933602
"1631199_at",8.761738587,8.754170387,8.758887909,8.251957442,8.291308464,8.224103494,8.397126353,8.720856174,8.634048797,8.615141046,8.843235225,8.757736757,8.625408462,8.801965351,8.533300769
"1639574_a_at",4.902806328,5.28352912,5.239869194,4.728618446,4.60806438,4.571951148,3.959554895,4.264046711,4.047846487,4.731265599,4.876775115,5.183284308,4.790186965,5.017124346,4.989868536
"1637006_at",3.460147082,3.421967753,3.650206694,3.850290303,4.487287092,3.810635455,3.335195323,3.261868815,3.344163383,3.531101027,3.398115978,3.264085944,2.865055453,2.834607364,2.859980771
"1629756_at",9.995986245,10.01000354,10.0686879,9.888628482,9.767945649,9.836793244,9.622118301,9.649829357,9.619479618,9.776181594,9.868793599,10.1133683,9.873597763,9.845697407,9.731041527
"1632081_s_at",2.722375361,2.68274685,3.304336294,2.270621213,2.270621213,2.270621213,2.356480737,2.356480737,2.356480737,2.722375361,2.722375361,2.722375361,2.388783729,2.31851433,2.511610994
"1635908_at",3.516084574,3.416142544,3.428843959,4.455753327,4.049326788,3.743771927,3.986047996,4.006087604,4.191421673,3.644213205,2.899586911,3.655411971,4.100749545,4.54395494,4.02441634
"1630670_at",7.00061292,6.699132434,6.765405755,6.319119159,6.778886527,6.802776693,6.129815236,6.484790876,6.429537838,6.905740076,6.838903265,6.829874005,6.645848299,6.665344399,6.660163131
"1624374_at",7.34936524,6.420879287,6.467389754,6.432316093,7.061155575,6.89498122,6.534792132,6.774848638,6.806463987,7.488178646,6.911358011,7.362778875,7.281476146,7.450340508,7.02946164
"1627653_at",6.661638963,5.5669026,6.43575354,6.802155982,6.687374344,6.682080633,6.038244466,6.193124193,5.97617369,6.674765949,6.329116759,6.418734026,6.268535244,6.564121264,6.302797906
"1629569_at",7.187363532,7.402806234,7.268324793,7.012977207,6.737824954,7.07954196,7.005186931,6.966122237,6.859433634,7.254634214,7.433597889,7.399341757,7.148798331,7.293450845,7.255133225
"1625732_at",6.392085783,6.575047553,6.65072358,6.005018558,6.404464452,6.023649802,6.455358902,6.464764944,6.655951234,6.601715111,6.812086289,6.337394925,6.03198943,6.118214955,6.145312855
"1632848_at",6.844488955,6.888671491,6.745006469,6.527027763,6.595316478,6.561625449,6.617247452,6.5283274,6.4408122,6.958016408,6.925517229,6.933199033,6.772603389,6.776769082,6.684718866
"1624408_at",6.468109622,6.57070434,6.713963204,6.361794666,6.473754123,6.184434614,6.43868121,6.706314439,6.788651823,6.759899658,6.792847524,6.763330329,6.631493811,6.519159382,6.412426679
