	GSM864362	GSM864363	GSM864364	GSM864365	GSM864366	GSM864367	GSM864368	GSM864369	GSM864370	GSM864371	GSM864372	GSM864373	GSM864374	GSM864375	GSM864376
1629418_s_at	7.951156724	8.042525141	8.144099105	8.140608356	7.805353931	8.163431387	8.11952961	7.92497839	7.93888423	8.143953077	8.264055319	8.35766228	8.179684278	8.001240173	8.202524577
1629419_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1629420_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1629421_at	5.317243658	5.658119362	5.673419543	6.003239307	5.927345764	6.048063409	5.87075491	5.843136046	5.819648148	5.950138588	6.452497229	6.07021384	5.734880082	5.58601928	5.459232585
1629422_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1629423_at	9.51737236	9.406078919	9.422387783	9.403302598	9.419754083	9.589995071	9.547408261	9.493231568	9.436403977	9.354571484	9.432722789	9.52539418	9.447691107	9.529688851	9.457601181
1629424_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.181528953	2.181528953	2.181528953
1629425_at	2.174091872	2.174091872	2.174091872	2.189938428	2.189938428	2.198762208	2.185505615	2.185505615	2.185505615	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1629426_s_at	12.54300504	12.61331894	12.39076236	12.49691224	12.48410055	12.46241451	12.3621854	12.38297744	12.32095123	12.4054301	12.4657542	12.50426791	12.42411886	12.4988891	12.40434366
1629427_at	5.838872114	6.013640041	5.949270297	5.414038444	5.739619683	5.833691065	5.850018774	5.912048423	5.981865121	6.142308637	5.756743298	5.838247251	5.946920252	5.834299587	5.865697747
1629428_at	3.487141288	3.169776056	3.487141288	2.930745638	3.33879853	3.044522217	2.949483856	3.225033107	3.161701214	3.504127136	3.487141288	3.496680436	2.758074112	2.832727421	2.832727421
1629429_at	8.282106694	8.23588096	8.279276458	8.054924821	7.969076603	8.075132558	8.212621981	8.259036312	8.021204993	8.209687831	8.250851635	8.313565602	8.006397755	8.157013104	8.168727956
1629430_s_at	11.12986031	9.325309394	9.325556435	8.450006703	8.940004254	8.60775122	9.34969783	9.514841623	10.00049222	9.601701333	9.295669241	9.234620601	8.88592962	8.794154888	9.130162095
1629431_at	2.184573706	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.17492139	2.17479543	2.174091872	2.179869313	2.179869313	2.179869313
1629432_at	9.43270093	9.406243233	9.282554264	9.314797516	9.267198359	9.445878189	9.289610708	9.317662622	9.211094323	9.28497039	9.457227954	9.493708149	9.274703853	9.398110076	9.395638215
1629433_at	10.74775341	10.711593	10.73780297	10.49300614	10.40123812	10.44259898	10.55685547	10.57023105	10.53398575	10.68979579	10.69534017	10.72055476	10.53271918	10.53147099	10.58620879
1629434_at	2.263966613	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1629435_at	2.176100361	2.176100361	2.176100361	2.200604876	2.213054208	2.198462402	2.186851706	2.186670503	2.186670503	2.176100361	2.176100361	2.176100361	2.214001799	2.214176378	13.0536535
1629436_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1629437_at	2.630541576	2.184917952	2.228775842	2.225739559	2.225739559	2.225739559	2.185303114	2.188843866	2.185292412	2.279017829	2.231650513	2.228775842	2.19033015	2.19033015	2.192825393
1629438_at	8.243959756	8.240519589	8.625227204	9.384303465	9.396529082	9.551023304	8.269922862	8.246290305	8.083149586	9.499603985	9.416107468	9.470499057	9.367363076	9.45678444	9.407010557
1629439_at	2.227256711	2.183012369	2.227256711	2.35477918	2.354778976	2.35477918	2.300134954	2.300134954	2.300134954	2.227256711	2.227256711	2.35844445	2.192241382	2.192129839	2.192129839
1629440_at	8.690589564	8.691029021	8.710316669	8.648344998	8.666925451	8.73497639	8.547568673	8.71125891	8.603608113	8.688315578	8.669335718	8.825043361	8.743789264	8.791096631	8.770875062
1629441_at	6.644628201	6.723718596	6.776969011	6.137866478	6.466542638	6.399705858	6.407662834	6.353710882	6.593150872	6.421924091	6.805467108	6.660057632	6.566935124	6.702624978	6.503356819
1629442_at	7.728536682	7.7174748	7.72127999	7.723339469	7.4859188	7.70419463	7.789608552	7.890768533	7.654087279	7.769711907	7.438053072	7.670028402	7.695457133	7.70189176	7.920977141
1629443_at	2.174091872	2.175703803	2.174091872	2.177728981	2.177728981	2.177728981	2.181042762	2.180988125	2.180988125	2.174091872	2.174091872	2.174091872	2.191925907	2.200914807	2.191925907
1629444_at	2.288384156	2.404921617	2.320727255	2.216989561	2.216989561	2.216989561	2.546739681	2.546739681	2.546739681	2.320727255	2.330435362	2.320727255	2.413701379	2.413701379	2.413701379
1629445_at	2.209247094	2.209247094	2.209798781	3.09387932	2.609613079	2.399870221	2.190212639	2.190212639	2.202618906	2.209247094	2.206469394	2.209247094	2.191983848	2.201152401	2.192688854
1629446_at	2.187094386	2.187094386	2.187094386	2.206978995	2.206978995	2.206978995	2.181907098	2.181907098	2.181907098	2.187094386	2.19507238	2.187402504	2.179869313	2.201449146	2.270129877
1629447_at	2.24985258	2.252376464	2.254717195	2.469777533	2.470281419	2.655075773	2.399987758	2.380071469	2.624236055	2.260345912	2.252376464	2.251121234	2.294435932	2.270197315	2.268998149
1629448_at	2.257415419	2.297137754	2.290206827	2.54628947	2.54628947	2.54628947	2.499081841	2.499081841	2.499081841	2.297137754	2.517151799	2.328396049	2.294018152	2.204472238	2.213587927
1629449_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.181482558	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1629450_at	2.174091872	2.174091872	2.174973557	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1629451_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.181493979	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1629452_at	8.231621605	8.000392277	7.999775502	8.192100573	8.232920591	8.146435362	8.338113829	8.252859673	8.200187035	8.422764759	8.33931299	8.243535797	8.11483643	8.11881571	8.1280458
1629453_at	7.159232944	7.085360384	7.220577041	7.053535334	7.006395566	6.790746419	7.034599508	6.977559357	6.979431209	7.367906499	7.173941975	7.172620913	6.800127184	6.874122059	7.072429956
1629454_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.192311081	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1629455_at	2.184053964	2.183542888	2.187862631	2.197341495	2.197341495	2.197341495	2.227206259	2.216962977	2.216239778	2.184053964	2.184053964	2.184053964	2.325851458	2.220039848	2.220039848
1629456_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.182904255	2.182904255	2.182904255
1629457_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1629458_at	2.634205493	2.635593829	3.291169462	2.522661798	2.525481698	2.937547332	2.454790065	2.454790065	2.454790065	2.63418022	2.621540681	2.634205493	2.448800186	2.448911805	2.402622319
1629459_at	6.750618727	6.74213735	6.732564145	6.670490643	6.685295472	6.75066633	6.329223653	6.697792354	6.662340496	6.716544044	6.732915633	6.847715478	6.566715749	6.637019927	6.603382781
1629460_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1629461_at	2.240279078	2.240279078	2.254639547	2.188764575	2.188764575	2.188764575	2.255627206	2.255627206	2.255627206	2.216677836	2.200179421	2.253608187	2.205417738	2.195030433	2.198385318
1629462_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1629463_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1629464_a_at	9.616924605	9.569178564	9.66386119	9.654016335	9.60474308	9.676732901	9.69980786	9.788549799	9.964624339	9.837849465	9.703157631	9.933592335	9.602939188	9.685148125	9.636321704
1629465_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1629466_at	8.836653365	8.915370578	8.958341396	8.840350573	8.657777656	8.881413456	8.532321957	8.669222545	8.705212383	9.009401815	8.877280598	8.922933105	8.943140775	8.748206919	8.74881596
1629467_at	5.932360688	4.268299563	5.22541149	6.407531201	5.396640673	5.263820762	4.492908739	4.447148451	4.259240978	5.732054918	4.295444443	4.704066605	4.686297765	5.57344887	4.772512096
1629468_at	7.053872279	6.130408303	6.408073085	5.730861258	5.700192749	5.78477873	6.246999713	6.208762508	6.325341216	6.398116297	5.834817902	6.281340561	5.840128589	5.935425294	5.820008855
1629469_s_at	10.2398645	10.42075396	10.36624	10.28460712	10.66149699	10.26222952	10.26392939	10.34726636	10.45296432	10.56601587	10.61558877	10.17696228	10.44452917	10.39662054	10.39956265
1629470_at	10.4195774	10.46353151	10.25645678	10.24167685	10.19048264	10.25601027	10.15924546	10.18560703	10.08300401	10.33456861	10.38610049	10.3041111	10.40266232	10.37979805	10.51585504
1629471_at	9.88110086	9.93162674	10.03138313	9.831681593	9.769984995	9.882056138	9.746815686	9.705760174	9.723033064	9.7410814	9.78236412	9.830807028	9.731852411	9.660787142	9.626984197
1629472_s_at	7.982310757	7.927533909	7.936080951	7.866609969	7.872123279	7.856979513	8.058944647	8.039518418	7.834707198	8.111306538	8.107629719	8.117261494	7.947797452	7.984499575	8.01856987
1629473_at	9.643324224	9.704536029	9.67639109	9.630565348	9.662160863	9.659279116	9.524737907	9.361573982	9.415562513	9.733682127	9.80866811	9.665413552	9.582663503	9.469418114	9.623691345
1629474_at	2.174193102	2.174193102	2.174193102	2.177728981	2.177728981	2.177728981	2.193459091	2.193459091	2.193459091	2.174193102	2.174193102	2.174193102	2.182718648	2.850156411	2.182554029
1629475_at	11.05053463	10.98778173	10.84794826	11.14743779	11.10821049	11.12389072	11.00462557	11.031694	10.93761899	11.09220655	11.11522256	10.96661864	11.0831933	11.1784804	11.07347475
1629476_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1629477_at	2.174674124	2.174674124	2.174674124	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174674124	2.174674124	2.174674124	2.179869313	2.179869313	2.179869313
1629478_at	9.871484403	9.968231999	9.608460212	10.34996304	10.31373468	10.3563417	9.838436597	9.863996079	9.871316039	10.44674932	10.44027661	10.39597686	10.29071945	10.3566875	10.44143959
1629479_a_at	10.07260553	9.91668698	10.02965443	10.19248042	10.17085546	9.964491516	10.16663457	10.20209889	10.28877982	10.12133883	10.11745544	10.05144788	10.04671822	10.29122458	10.15371523
1629480_at	2.353828873	2.361446157	2.361446157	2.614683546	2.729811142	2.614683546	2.413091389	2.413091389	2.413091389	2.361446157	2.361446157	2.361446157	2.257122037	2.257122037	2.257122037
1629481_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.184634934	2.180955343	2.180955343	2.189087021	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1629482_at	2.175185644	2.175185644	2.175185644	2.222936097	2.203354373	2.203354373	2.197684985	2.182062201	2.182062201	2.175185644	2.175185644	2.175185644	2.180136018	2.194736114	2.180580527
1629483_at	2.174184266	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.180289966	2.180289966	2.180289966
1629484_s_at	8.947182256	9.107451724	9.216165929	9.72247606	9.263984088	9.553293893	9.232536123	8.542243652	8.290779299	9.195161478	9.004980937	8.877133096	8.83159377	8.639777517	8.838207106
1629485_at	2.174104618	2.174104618	2.174104618	2.179553275	2.179553275	2.179553275	2.185444318	2.185444318	2.185444318	2.174104618	2.174104618	2.174104618	2.179869313	2.179869313	2.179869313
1629486_at	2.179659461	2.179659461	2.179659461	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.179659461	2.179659461	2.179659461	2.192082573	2.196060691	2.192082573
1629487_at	9.902036682	9.852398278	9.95620837	9.869884527	9.818589816	9.832101478	9.891582616	9.870138168	9.787380777	10.05282817	10.12368986	10.06902029	9.891162363	9.960773907	10.00489109
1629488_at	2.174173401	2.174173401	2.174173401	2.202122708	2.28306746	2.202122708	2.191359983	2.191359983	2.191359983	2.183688906	2.196194435	2.174173401	2.179869313	2.179869313	2.187431724
1629489_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1629490_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1629491_at	2.174091872	2.212986327	2.174091872	2.184491434	2.184491434	2.184491434	2.181091957	2.181091957	2.181091957	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1629492_s_at	2.48958841	2.403248918	2.403248918	2.191764781	2.191764781	2.191764781	2.193527233	2.258242514	2.193527233	2.403248918	2.403248918	2.403248918	2.328979612	2.328979612	2.328979612
1629493_at	5.902679055	5.994879149	6.006684177	5.770045723	5.600227969	5.863130648	5.615298827	5.440072146	5.608209648	5.875305875	5.878269751	5.883602341	6.716210406	6.256230424	6.415645415
1629494_s_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.182013759	2.179869313
1629495_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1629496_at	10.33113379	10.1426878	10.38412277	10.29140282	10.10038816	10.20802625	10.40971447	10.38357538	10.44402738	10.1448634	9.923391313	10.4263811	9.986173387	10.21105181	10.04140282
1629497_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.301663868	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1629498_at	3.456199954	3.559159401	3.449499754	3.11254562	3.118472429	3.106363831	3.359743463	3.624140277	3.373673163	3.418569189	3.402283304	3.420151898	3.239422963	3.219263931	3.186052662
1629499_at	2.502627162	2.495585314	2.496006352	2.67296061	2.713577216	2.760948848	2.557302298	2.51439389	2.599233097	2.496006352	2.493901162	2.551519411	2.432210564	2.394343169	2.394303626
1629500_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1629501_at	7.72239755	7.66762727	7.701695143	7.816994716	7.66326568	7.772267536	7.687195063	7.672140049	7.482710923	7.740606757	7.946356853	7.860763922	7.642202763	7.91179559	7.735844467
1629502_at	2.174091872	2.174091872	2.174091872	2.17818909	2.17818909	2.17818909	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1629503_s_at	3.270942492	3.150561669	3.315119935	2.591792674	2.571925413	2.584862789	2.702003591	2.715503919	2.702003591	3.311718883	3.270317787	3.286433833	3.041019389	3.107055526	2.926351664
1629504_at	2.174091872	2.175654993	2.174091872	2.180316619	2.180316619	2.229791954	2.183879613	2.183879613	2.183879613	2.174091872	2.174091872	2.174091872	2.233992919	2.179869313	2.179869313
1629505_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.181458928	2.181672494	2.181458928
1629506_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1629507_a_at	9.269712272	9.276283842	9.373175952	9.103033196	9.297662746	9.18039376	9.041994132	9.287081079	9.277685863	9.313653604	9.338961081	9.177609034	8.888711953	9.015923751	9.022441576
1629508_at	2.175134656	2.175129772	2.175129772	2.17795588	2.17795588	2.17795588	2.185779847	2.185779847	2.214979608	2.175129772	2.175129772	2.175129772	2.181704493	2.18170406	2.181755575
1629509_s_at	7.736045641	7.93023878	7.80013617	7.810262341	7.81760113	7.871510909	7.811733471	7.776386922	7.883380823	7.89659769	8.004556967	7.872693822	7.732435237	7.864609723	7.633293566
1629510_at	8.11229486	8.177880196	8.235205613	8.212848595	7.782208227	8.028072056	7.86086466	7.886809999	7.885024702	8.036561154	8.101962484	8.412207469	7.904749902	8.04927365	7.778467992
1629511_at	9.061750709	9.116606136	9.314776142	9.035368264	8.886454396	9.188057377	9.213072657	9.152704713	9.131233905	9.238362053	9.359349403	9.339043512	9.210992281	9.086735464	9.26332998
1629512_at	2.243845241	2.243845241	2.243845241	2.206547956	2.206547956	2.20893631	2.219765723	2.219824245	2.219765723	2.243845241	2.299014043	2.243845241	2.268106309	2.234490551	2.234490551
1629513_at	2.175686885	2.175878825	2.174091872	2.179058726	2.179058726	2.179058726	2.198755952	2.199600993	2.198924961	2.175686885	2.175686885	2.175686885	2.180723362	2.180723362	2.180723362
1629514_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1629515_at	8.778808716	8.556692428	8.816456727	9.081174539	8.893436773	8.786753355	8.661076469	8.890655153	8.780071281	9.092624166	8.908391738	9.175131275	8.819051395	8.944914861	8.977963811
1629516_at	2.281755061	2.281755061	2.281755061	2.602486339	2.602486339	2.602486339	2.341680593	2.341680593	2.28326303	2.419783446	2.31201905	2.281755061	2.18107401	2.182999251	2.18107401
1629517_at	8.030526588	7.846607131	7.992714629	7.958152534	7.808585807	7.986101621	7.973538549	7.994373849	7.961336551	7.894385334	8.018333451	8.112139665	7.849713599	7.873357016	7.811267112
1629518_at	11.29652262	10.97908966	11.21755135	11.08245105	11.02438902	11.12928376	11.05307979	11.09784774	11.01872834	11.15059943	11.20106374	11.22278577	11.06678966	11.15395511	11.1216698
1629519_at	2.174091872	2.174091872	2.174091872	2.177728981	2.183000338	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.180143591	2.179869313	2.181844718
1629520_at	2.177170054	2.177170054	2.177170054	2.180618748	2.180618748	2.180618748	2.180955343	2.180955343	2.180955343	2.177170054	2.177170054	2.182300355	2.190368098	2.190368098	2.25933316
1629521_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1629522_at	2.174091872	2.174091872	2.174091872	2.18225826	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.190780101	2.190780101	2.190780101
1629523_at	7.6223107	6.967714886	7.707595676	8.213921272	7.994309014	8.127276218	7.432828208	7.547488809	7.307961885	7.616316883	7.772813353	7.584710832	7.472839283	7.990667668	7.683132224
1629524_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1629525_at	9.293962765	9.258952225	9.264923509	9.24027466	9.057553499	9.156609992	9.321211539	9.152382911	9.182252784	9.199829266	9.27356787	9.334763073	9.208231082	9.224466727	9.27866408
1629526_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1629527_a_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1629528_a_at	2.174091872	2.174091872	2.174091872	2.183849487	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1629529_at	2.174091872	2.179450912	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.185510348	2.174091872	2.174091872	2.174091872	2.179919728	2.179919728	2.179919728
1629530_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1629531_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.2078559	2.174091872	2.174091872	2.174091872	2.179974142	2.179974142	2.179974142
1629532_at	2.174103176	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.183450899	2.179869313	2.179869313
1629533_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1629534_at	2.174091872	2.174091872	2.174091872	2.187051533	2.185824835	2.187051533	2.181074277	2.181074277	2.181074277	2.209056752	2.174091872	2.174091872	2.179869313	2.179869313	2.179885087
1629535_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1629536_at	2.480107232	2.480938031	2.480107232	2.485659405	2.478501931	2.478501931	2.328865345	2.667389335	2.328865345	2.480107232	2.480107232	2.480107232	2.379632278	2.634009578	2.368662655
1629537_s_at	8.166302379	8.073256861	8.161236751	8.008348655	7.94694948	7.952644091	8.047117879	8.108365016	8.085478154	8.152534791	8.146984855	8.282227296	8.122790903	8.170577753	8.109342773
1629538_s_at	2.174091872	2.174091872	2.174091872	2.179445913	2.199380357	2.178821353	2.180955343	2.180955343	2.180955343	2.174091872	2.1787666	2.174091872	2.179869313	2.179869313	2.179869313
1629539_s_at	2.493718501	2.474527111	2.493718501	2.647062852	2.699999268	2.645016739	2.93986333	2.937982675	2.937327947	2.556454297	2.507814827	2.398583379	2.665774618	2.478549193	2.486355836
1629540_a_at	2.262857419	2.261479628	2.254447862	2.269668045	2.272563343	2.31782136	2.287866568	2.341875681	2.287866568	2.251401459	2.337339391	2.224079326	2.281227666	2.434741842	2.281227666
1629541_at	7.88041851	7.938008741	7.731185351	7.904415827	7.971251603	8.085865702	7.930127077	7.930111537	7.847632027	8.044531085	8.089033331	7.997349839	7.89392155	8.171909158	8.025634324
1629542_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1629543_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1629544_at	2.810609741	2.174091872	2.174091872	2.180866428	2.180866428	2.180866428	2.346420431	2.180955343	2.180955343	2.17415078	2.174091872	2.174091872	2.193390816	2.193390816	2.193410896
1629545_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1629546_at	7.251755735	7.426317433	7.376997305	7.342349791	7.35199766	7.397982825	7.351794323	7.351974649	7.440763675	7.188186217	7.278188236	7.224506392	7.244063297	7.054619735	7.187752928
1629547_at	2.985009972	3.023749451	3.121145473	3.534272371	3.699189258	3.46867907	3.252409449	3.342020799	3.230494366	3.024982551	3.001426754	3.276865364	3.010662216	3.343742494	3.377706957
1629548_x_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1629549_s_at	10.58869002	10.35544465	10.55887829	10.3784418	10.28601021	10.36334384	10.16769698	10.30851972	10.31997616	10.374436	10.0963805	10.24282614	10.24549147	10.12299628	10.33141367
1629550_at	10.20889162	10.12426963	10.30302296	10.10323484	9.899800503	10.05219633	9.945601991	9.940022043	10.0243309	10.27036839	10.2152117	10.317153	10.12740754	10.12841768	10.07290245
1629551_s_at	6.722128878	7.21046268	7.008724568	6.370647413	6.257457577	7.010365928	6.637397831	6.322682324	5.856007971	6.561792641	6.665403029	6.818064457	6.751409037	6.247502448	6.540405025
1629552_at	8.176716698	8.623585468	8.445653012	8.323447416	8.015539994	8.271856761	8.269107114	8.169650537	8.165728353	8.33405284	8.540918632	8.375454892	8.188461566	8.20205066	8.155347764
1629553_at	2.176293865	2.177373978	2.176293865	2.17864771	2.180080133	2.17864771	2.205073736	2.205073736	2.205073736	2.181128007	2.176293865	2.197486744	2.179869313	2.179869313	2.179869313
1629554_at	2.536407784	2.512614313	2.466561073	2.491875097	2.504256869	2.472274116	2.322197566	2.287710857	2.284804349	2.515272374	2.565909852	2.515443042	2.471410184	2.471410184	2.471410184
1629555_at	2.177124472	2.177030555	2.177046208	2.178707571	2.178707571	2.178707571	2.283579689	2.283579689	2.283579689	2.226334173	2.177124472	2.177124472	2.195385996	2.195385996	2.214831419
1629556_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1629557_at	2.189599697	2.189599697	2.189599697	2.217596392	2.224304185	2.228121275	2.222747388	2.192278119	2.29551584	2.18960785	2.189599697	2.189599697	2.189355877	2.189381343	2.189355877
1629558_at	2.385315358	2.402372847	2.384855318	2.480137709	2.480137709	2.480137709	2.283439991	2.277722426	2.27968339	2.385315358	2.430209863	2.385238685	2.190434138	2.189373175	2.189373175
1629559_s_at	8.025138664	7.911273279	8.117986453	7.789461611	8.059325457	7.926355641	8.045129147	8.107513319	8.150651143	8.152552535	8.14776893	8.324659694	7.796946263	7.836767126	7.965933405
1629560_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.188165478	2.188165478	2.188165478	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1629561_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.181343492	2.181343492	2.181343492	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
